iid,title,genres
1660,Mrs. Winterbourne (1996),Comedy|Romance
2121,Solo (1996),Action|Sci-Fi|Thriller
1339,"Substitute, The (1996)",Action|Crime|Drama
1980,True Crime (1996),Mystery|Thriller
1743,Feeling Minnesota (1996),Drama|Romance
2160,Angus (1995),Comedy
3008,Faces (1968),Drama
2135,"Quest, The (1996)",Action|Adventure
2907,Cosi (1996),Comedy
1003,Mulholland Falls (1996),Crime|Drama|Thriller
824,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
2163,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
2727,Celtic Pride (1996),Comedy
2164,Flipper (1996),Adventure|Children
382,Dead Man (1995),Drama|Mystery|Western
2379,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
2943,Switchblade Sisters (1975),Crime
1864,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
1310,Multiplicity (1996),Comedy
21,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
2866,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
1317,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
2685,"Great White Hype, The (1996)",Comedy
246,Cold Comfort Farm (1995),Comedy
2948,Heaven's Prisoners (1996),Crime|Thriller
195,"Rock, The (1996)",Action|Adventure|Thriller
1869,Cemetery Man (Dellamorte Dellamore) (1994),Horror
126,Twister (1996),Action|Adventure|Romance|Thriller
1023,Barb Wire (1996),Action|Sci-Fi
466,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
2345,Thinner (1996),Horror|Thriller
595,Spy Hard (1996),Comedy
29,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
2903,Force of Evil (1948),Film-Noir
2684,"Stupids, The (1996)",Comedy
875,"Arrival, The (1996)",Action|Sci-Fi|Thriller
608,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1737,"Month by the Lake, A (1995)",Comedy|Drama|Romance
2504,Maya Lin: A Strong Clear Vision (1994),Documentary
2459,Stalingrad (1993),Drama|War
2676,"Phantom, The (1996)",Action|Adventure
884,Striptease (1996),Comedy|Crime
798,Heavy (1995),Drama|Romance
630,Jack (1996),Comedy|Drama
1879,I Shot Andy Warhol (1996),Drama
540,Trainspotting (1996),Comedy|Crime|Drama
1663,'Til There Was You (1997),Drama|Romance
160,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
2409,Stealing Beauty (1996),Drama
2042,"Fan, The (1996)",Drama|Thriller
35,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
664,"Cable Guy, The (1996)",Comedy|Thriller
1128,Kingpin (1996),Comedy
1194,Eraser (1996),Action|Drama|Thriller
804,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
1199,Daylight (1996),Action|Adventure|Drama|Thriller
1200,"Frighteners, The (1996)",Comedy|Horror|Thriller
257,Lone Star (1996),Drama|Mystery|Western
2139,Harriet the Spy (1996),Children|Comedy
578,Phenomenon (1996),Drama|Romance
1592,Walking and Talking (1996),Comedy|Drama|Romance
1324,She's the One (1996),Comedy|Romance
516,"Time to Kill, A (1996)",Drama|Thriller
2031,American Buffalo (1996),Crime|Drama
2461,Alaska (1996),Adventure|Children
2547,Fled (1996),Action|Adventure
2220,Kazaam (1996),Children|Comedy|Fantasy
826,Larger Than Life (1996),Comedy
1173,"Very Brady Sequel, A (1996)",Comedy
1597,Kaspar Hauser (1993),Drama|Mystery
2909,"Adventures of Pinocchio, The (1996)",Adventure|Children
1799,Joe's Apartment (1996),Comedy|Fantasy|Musical
624,"First Wives Club, The (1996)",Comedy
2579,Stonewall (1995),Drama
883,Ransom (1996),Crime|Thriller
1186,High School High (1996),Comedy
1800,Foxfire (1996),Drama
1801,Chain Reaction (1996),Action|Adventure|Thriller
1575,Matilda (1996),Children|Comedy|Fantasy
410,Emma (1996),Comedy|Drama|Romance
1048,"Crow: City of Angels, The (1996)",Action|Thriller
2841,House Arrest (1996),Children|Comedy
2818,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
1127,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
1452,Flirt (1995),Drama
2041,"Spitfire Grill, The (1996)",Drama
1190,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
2983,Cyclo (Xich lo) (1995),Crime|Drama
2268,Basquiat (1996),Drama
1353,Tin Cup (1996),Comedy|Drama|Romance
665,"Godfather, The (1972)",Crime|Drama
428,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
3015,Manny & Lo (1996),Drama
228,Bound (1996),Crime|Drama|Romance|Thriller
2842,Carpool (1996),Comedy|Crime
2136,Kansas City (1996),Crime|Drama|Musical|Thriller
2466,Gone Fishin' (1997),Comedy
2353,Nothing to Lose (1994),Action|Crime|Drama
2589,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
2771,Girls Town (1996),Comedy|Drama
1135,"Relic, The (1997)",Horror|Thriller
1696,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
2893,First Kid (1996),Children|Comedy
2830,"Trigger Effect, The (1996)",Drama|Thriller
2146,Bogus (1996),Children|Drama|Fantasy
1860,Bulletproof (1996),Action|Comedy|Crime
2967,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical
1715,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
2341,Twelfth Night (1996),Comedy|Drama|Romance
1894,Mother Night (1996),Drama
294,Wild Reeds (Les roseaux sauvages) (1994),Drama
1680,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
719,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
722,Singin' in the Rain (1952),Comedy|Musical|Romance
1739,"American in Paris, An (1951)",Musical|Romance
1448,Funny Face (1957),Comedy|Musical
82,Breakfast at Tiffany's (1961),Drama|Romance
1244,Vertigo (1958),Drama|Mystery|Romance|Thriller
626,Rear Window (1954),Mystery|Thriller
1436,It Happened One Night (1934),Comedy|Romance
1449,Gaslight (1944),Drama|Thriller
1526,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
319,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1742,"Apartment, The (1960)",Comedy|Drama|Romance
1188,Some Like It Hot (1959),Comedy|Crime
1250,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
418,Casablanca (1942),Drama|Romance
336,"Maltese Falcon, The (1941)",Film-Noir|Mystery
2,My Fair Lady (1964),Comedy|Drama|Musical|Romance
641,Sabrina (1954),Comedy|Romance
644,Roman Holiday (1953),Comedy|Drama|Romance
2738,"Little Princess, The (1939)",Children|Drama
645,Meet Me in St. Louis (1944),Musical
9,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
153,Gone with the Wind (1939),Drama|Romance|War
1485,My Favorite Year (1982),Comedy
1437,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
657,Citizen Kane (1941),Drama|Mystery
658,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
661,All About Eve (1950),Drama
1537,"Women, The (1939)",Comedy
1453,Rebecca (1940),Drama|Mystery|Romance|Thriller
2043,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
1439,Notorious (1946),Film-Noir|Romance|Thriller
1542,Spellbound (1945),Mystery|Romance|Thriller
675,"Affair to Remember, An (1957)",Drama|Romance
1487,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
828,Father of the Bride (1950),Comedy
2451,"Band Wagon, The (1953)",Comedy|Musical
2252,Ninotchka (1939),Comedy|Romance
1756,Love in the Afternoon (1957),Comedy|Romance
11,Gigi (1958),Musical
1073,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
2191,"Mark of Zorro, The (1940)",Adventure
979,Laura (1944),Crime|Film-Noir|Mystery
680,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
2253,Lost Horizon (1937),Drama
1615,Top Hat (1935),Comedy|Musical|Romance
1489,To Be or Not to Be (1942),Comedy|Drama|War
1440,My Man Godfrey (1936),Comedy|Romance
1617,Giant (1956),Drama|Romance|Western
1545,East of Eden (1955),Drama
1891,"Thin Man, The (1934)",Comedy|Crime
1268,His Girl Friday (1940),Comedy|Romance
847,Around the World in 80 Days (1956),Adventure|Comedy
689,It's a Wonderful Life (1946),Drama|Fantasy|Romance
690,Mr. Smith Goes to Washington (1939),Drama
1442,Bringing Up Baby (1938),Comedy|Romance
2047,Penny Serenade (1941),Drama|Romance
1493,"Scarlet Letter, The (1926)",Drama
1998,Of Human Bondage (1934),Drama
2050,Angel on My Shoulder (1946),Crime|Drama
1497,Little Lord Fauntleroy (1936),Drama
708,"Inspector General, The (1949)",Musical
2750,Angel and the Badman (1947),Romance|Western
1619,"39 Steps, The (1935)",Drama|Mystery|Thriller
3016,"Outlaw, The (1943)",Western
293,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
715,"African Queen, The (1951)",Adventure|Comedy|Romance|War
2616,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance
732,Cat on a Hot Tin Roof (1958),Drama
2104,Meet John Doe (1941),Comedy|Drama
1681,"Farewell to Arms, A (1932)",Romance|War
102,Picnic (1955),Drama
2583,"Pompatus of Love, The (1996)",Comedy|Drama
819,Fly Away Home (1996),Adventure|Children
2509,Bliss (1997),Drama|Romance
2661,Grace of My Heart (1996),Comedy|Drama
2125,Maximum Risk (1996),Action|Adventure|Thriller
1810,Michael Collins (1996),Drama
2961,"Rich Man's Wife, The (1996)",Thriller
353,Big Night (1996),Comedy|Drama
1811,Last Man Standing (1996),Action|Crime|Drama|Thriller
2878,Caught (1996),Drama|Thriller
2277,Set It Off (1996),Action|Crime
831,2 Days in the Valley (1996),Crime|Film-Noir
2938,Curdled (1996),Crime
1338,Extreme Measures (1996),Drama|Thriller
2130,"Glimmer Man, The (1996)",Action|Thriller
1049,D3: The Mighty Ducks (1996),Children|Comedy
2881,"Chamber, The (1996)",Drama
411,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
2476,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western
632,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
1823,"Love Bug, The (1969)",Children|Comedy
1824,Herbie Rides Again (1974),Adventure|Children|Comedy
646,Old Yeller (1957),Children|Drama
1055,"Parent Trap, The (1961)",Children|Comedy|Romance
1745,Pollyanna (1960),Children|Comedy|Drama
649,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
650,"Shaggy Dog, The (1959)",Children|Comedy
1535,Swiss Family Robinson (1960),Adventure|Children
1747,That Darn Cat! (1965),Children|Comedy|Mystery
651,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
663,Cool Runnings (1993),Comedy
1355,Angels in the Outfield (1994),Children|Comedy
37,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
666,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
2176,"Three Caballeros, The (1945)",Animation|Children|Musical
667,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
509,Robin Hood: Prince of Thieves (1991),Adventure|Drama
45,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
46,Dumbo (1941),Animation|Children|Drama|Musical
386,Pete's Dragon (1977),Adventure|Animation|Children|Musical
676,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
678,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1069,"Fox and the Hound, The (1981)",Animation|Children|Drama
1198,Freeway (1996),Comedy|Crime|Drama|Thriller
14,"Sound of Music, The (1965)",Musical|Romance
210,Die Hard (1988),Action|Crime|Thriller
1201,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
1474,Secrets & Lies (1996),Drama
682,That Thing You Do! (1996),Comedy|Drama
393,To Gillian on Her 37th Birthday (1996),Drama|Romance
2641,Surviving Picasso (1996),Drama
256,Beautiful Thing (1996),Drama|Romance
1205,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
191,"Ghost and the Darkness, The (1996)",Action|Adventure
2076,Looking for Richard (1996),Documentary|Drama
1949,Trees Lounge (1996),Drama
2399,Normal Life (1996),Crime|Drama|Romance
1848,Get on the Bus (1996),Drama
2953,Jude (1996),Drama
1300,Everyone Says I Love You (1996),Comedy|Musical|Romance
462,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
525,Swingers (1996),Comedy|Drama
1558,Sleepers (1996),Thriller
2378,Johns (1996),Drama
1079,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
2012,Shall We Dance (1937),Comedy|Musical|Romance
2886,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
2631,Crossfire (1947),Crime|Film-Noir
989,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller
737,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
2767,"Innocents, The (1961)",Drama|Horror|Thriller
995,Sleeper (1973),Comedy|Sci-Fi
1621,Bananas (1971),Comedy|War
183,"Fish Called Wanda, A (1988)",Comedy|Crime
752,Monty Python's Life of Brian (1979),Comedy
1624,Victor/Victoria (1982),Comedy|Musical|Romance
2085,"Candidate, The (1972)",Drama
1771,"Great Race, The (1965)",Comedy|Musical
111,Bonnie and Clyde (1967),Crime|Drama
1465,"Old Man and the Sea, The (1958)",Adventure|Drama
1563,Dial M for Murder (1954),Crime|Mystery|Thriller
417,Dirty Dancing (1987),Drama|Musical|Romance
334,Reservoir Dogs (1992),Crime|Mystery|Thriller
147,Platoon (1986),Drama|War
768,Weekend at Bernie's (1989),Comedy
921,Basic Instinct (1992),Crime|Mystery|Thriller
361,"Doors, The (1991)",Drama
1099,"Crying Game, The (1992)",Drama|Romance|Thriller
364,Glengarry Glen Ross (1992),Drama
152,Sophie's Choice (1982),Drama
26,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
2088,"Christmas Carol, A (1938)",Children|Drama|Fantasy
1369,Days of Thunder (1990),Action|Drama|Romance
384,Top Gun (1986),Action|Romance
61,Rebel Without a Cause (1955),Drama
677,"Streetcar Named Desire, A (1951)",Drama
2699,Children of the Corn IV: The Gathering (1996),Horror
2438,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
2203,Palookaville (1996),Action|Comedy|Drama
2929,"Associate, The (1996)",Comedy
2777,"Funeral, The (1996)",Crime|Drama
2566,Drunks (1995),Drama
458,"People vs. Larry Flynt, The (1996)",Comedy|Drama
2498,"Perfect Candidate, A (1996)",Documentary
142,On Golden Pond (1981),Drama
694,"Return of the Pink Panther, The (1975)",Comedy|Crime
1076,Drop Dead Fred (1991),Comedy|Fantasy
276,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
2329,"Fog, The (1980)",Horror
698,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1557,"Howling, The (1980)",Horror|Mystery
2171,Jean de Florette (1986),Drama|Mystery
2630,Manon of the Spring (Manon des sources) (1986),Drama
723,Private Benjamin (1980),Comedy
206,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1652,When We Were Kings (1996),Documentary
533,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
2778,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
2994,Faust (1994),Animation|Comedy|Thriller
1562,He Walked by Night (1948),Crime|Film-Noir|Thriller
2087,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
1627,"Ruling Class, The (1972)",Comedy|Drama
2284,Dear God (1996),Comedy
2599,American Dream (1990),Documentary
377,Bob Roberts (1992),Comedy
1631,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1966,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
220,Delicatessen (1991),Comedy|Drama|Romance
1469,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance
1862,Enchanted April (1992),Drama|Romance
2184,Paths of Glory (1957),Drama|War
941,"Grifters, The (1990)",Crime|Drama|Film-Noir
1432,Hear My Song (1991),Comedy
1510,"English Patient, The (1996)",Drama|Romance|War
1866,Mediterraneo (1991),Comedy|Drama
946,My Left Foot (1989),Drama
1017,"Sex, Lies, and Videotape (1989)",Drama
2118,Passion Fish (1992),Drama
88,Strictly Ballroom (1992),Comedy|Romance
1226,"Thin Blue Line, The (1988)",Documentary
1868,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
260,Madonna: Truth or Dare (1991),Documentary|Musical
261,Paris Is Burning (1990),Documentary
0,One Flew Over the Cuckoo's Nest (1975),Drama
2458,Cheech and Chong's Up in Smoke (1978),Comedy
124,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
5,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
127,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1232,Brazil (1985),Fantasy|Sci-Fi
710,Aliens (1986),Action|Adventure|Horror|Sci-Fi
215,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
2499,Withnail & I (1987),Comedy
712,12 Angry Men (1957),Drama
714,Lawrence of Arabia (1962),Adventure|Drama|War
988,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
47,To Kill a Mockingbird (1962),Drama
1454,Apocalypse Now (1979),Action|Drama|War
2081,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
64,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1955,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1273,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
67,Goodfellas (1990),Crime|Drama
209,Alien (1979),Horror|Sci-Fi
736,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
851,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
71,Ran (1985),Drama|War
1274,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
1151,Psycho (1960),Crime|Horror
751,"Blues Brothers, The (1980)",Action|Comedy|Musical
432,"Godfather: Part II, The (1974)",Crime|Drama
1219,Full Metal Jacket (1987),Drama|War
537,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1455,Henry V (1989),Action|Drama|Romance|War
105,Amadeus (1984),Drama
1770,"Quiet Man, The (1952)",Drama|Romance
1276,Once Upon a Time in America (1984),Crime|Drama
1977,Raging Bull (1980),Drama
762,Annie Hall (1977),Comedy|Romance
1567,"Right Stuff, The (1983)",Drama
2636,Stalker (1979),Drama|Mystery|Sci-Fi
543,"Boot, Das (Boat, The) (1981)",Action|Drama|War
766,"Sting, The (1973)",Comedy|Crime
1500,Harold and Maude (1971),Comedy|Drama|Romance
2518,Trust (1990),Comedy|Drama|Romance
1445,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
2219,Local Hero (1983),Comedy
217,"Terminator, The (1984)",Action|Sci-Fi|Thriller
2015,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
1102,Glory (1989),Drama|War
375,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
170,Manhattan (1979),Comedy|Drama|Romance
172,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
52,Dead Poets Society (1989),Drama
174,"Graduate, The (1967)",Comedy|Drama|Romance
1222,Touch of Evil (1958),Crime|Film-Noir|Thriller
1223,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
235,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1586,8 1/2 (8½) (1963),Drama|Fantasy
556,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
77,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
557,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
2572,Bad Taste (1987),Comedy|Horror|Sci-Fi
559,Duck Soup (1933),Comedy|Musical|War
560,Better Off Dead... (1985),Comedy|Romance
1108,"Shining, The (1980)",Horror
84,Stand by Me (1986),Adventure|Drama
2185,M (1931),Crime|Film-Noir|Thriller
192,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
835,"Great Escape, The (1963)",Action|Adventure|Drama|War
857,"Deer Hunter, The (1978)",Drama|War
1593,Diva (1981),Action|Drama|Mystery|Romance|Thriller
116,Groundhog Day (1993),Comedy|Fantasy|Romance
194,Unforgiven (1992),Drama|Western
1231,"Manchurian Candidate, The (1962)",Crime|Thriller|War
264,Pump Up the Volume (1990),Comedy|Drama
582,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
22,Back to the Future (1985),Adventure|Comedy|Sci-Fi
590,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1521,Patton (1970),Drama|War
2524,Down by Law (1986),Comedy|Drama|Film-Noir
465,Akira (1988),Action|Adventure|Animation|Sci-Fi
1034,Highlander (1986),Action|Adventure|Fantasy
594,Cool Hand Luke (1967),Drama
467,Cyrano de Bergerac (1990),Comedy|Drama|Romance
597,Young Frankenstein (1974),Comedy|Fantasy
284,Night on Earth (1991),Comedy|Drama
1873,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1480,"Great Dictator, The (1940)",Comedy|Drama|War
606,Fantasia (1940),Animation|Children|Fantasy|Musical
607,High Noon (1952),Drama|Western
955,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
1333,Heathers (1989),Comedy
610,Somewhere in Time (1980),Drama|Romance
6,Ben-Hur (1959),Action|Adventure|Drama
793,This Is Spinal Tap (1984),Comedy
2431,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
1877,Some Kind of Wonderful (1987),Drama|Romance
186,Indiana Jones and the Last Crusade (1989),Action|Adventure
628,Being There (1979),Comedy|Drama
87,Gandhi (1982),Drama
1525,"Unbearable Lightness of Being, The (1988)",Drama
409,"Room with a View, A (1986)",Drama|Romance
1483,Real Genius (1985),Comedy
1336,Pink Floyd: The Wall (1982),Drama|Musical
1527,"Killing Fields, The (1984)",Drama|War
1565,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
1002,Forbidden Planet (1956),Drama|Sci-Fi
761,Field of Dreams (1989),Children|Drama|Fantasy
830,"Man Who Would Be King, The (1975)",Adventure|Drama
199,Butch Cassidy and the Sundance Kid (1969),Action|Western
1962,"Paris, Texas (1984)",Drama|Romance
1281,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi
544,When Harry Met Sally... (1989),Comedy|Romance
546,Hype! (1996),Documentary
2937,Female Perversions (1996),Drama
2742,I'm Not Rappaport (1996),Comedy
552,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
1104,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
2299,Amityville 1992: It's About Time (1992),Horror
2648,Amityville 3-D (1983),Horror
3011,Amityville: Dollhouse (1996),Horror
2292,Amityville: A New Generation (1993),Horror
2300,Amityville II: The Possession (1982),Horror
1107,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
2301,"Amityville Curse, The (1990)",Horror
2302,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
2815,April Fool's Day (1986),Horror
834,Audrey Rose (1977),Horror
2849,"Believers, The (1987)",Horror|Thriller
1517,"Birds, The (1963)",Horror|Thriller
1112,"Blob, The (1958)",Horror|Sci-Fi
2816,Blood Beach (1981),Horror|Mystery
2922,Body Parts (1991),Horror|Thriller
1856,"Body Snatcher, The (1945)",Drama|Horror|Thriller
581,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1121,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
2899,Burnt Offerings (1976),Horror
1870,Candyman (1992),Horror|Thriller
521,Cape Fear (1991),Thriller
1032,Cape Fear (1962),Crime|Drama|Thriller
591,Carrie (1976),Drama|Fantasy|Horror|Thriller
2715,Cat People (1982),Drama|Fantasy|Horror
1172,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1522,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1123,"Omen, The (1976)",Horror|Mystery|Thriller
2874,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller
1872,Albino Alligator (1996),Crime|Thriller
1659,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
2408,Breaking the Waves (1996),Drama|Mystery
2348,Nightwatch (1997),Horror|Thriller
526,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
53,Shine (1996),Drama|Romance
527,Sling Blade (1996),Drama
1798,Jingle All the Way (1996),Children|Comedy
2540,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
2038,"Preacher's Wife, The (1996)",Drama
1878,Ridicule (1996),Drama
2039,"Crucible, The (1996)",Drama
1047,101 Dalmatians (1996),Adventure|Children|Comedy
117,Die Hard 2 (1990),Action|Adventure|Thriller
637,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
119,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1126,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
639,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
640,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
642,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
643,Batman Returns (1992),Action|Crime
196,Young Guns (1988),Action|Comedy|Western
197,Young Guns II (1990),Action|Western
424,Grease (1978),Comedy|Musical|Romance
1351,Grease 2 (1982),Comedy|Musical|Romance
2797,Marked for Death (1990),Action|Drama
157,Under Siege (1992),Action|Drama|Thriller
213,Jaws (1975),Action|Horror
1257,Jaws 2 (1978),Horror|Thriller
2349,Jaws 3-D (1983),Action|Horror
1366,My Fellow Americans (1996),Comedy
1068,Mars Attacks! (1996),Action|Comedy|Sci-Fi
225,Citizen Ruth (1996),Comedy|Drama
435,Jerry Maguire (1996),Drama|Romance
177,Raising Arizona (1987),Comedy
1645,Tin Men (1987),Comedy|Drama
892,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
2655,Bastard Out of Carolina (1996),Drama
1755,In Love and War (1996),Romance|War
2656,Marvin's Room (1996),Drama
2030,Ghosts of Mississippi (1996),Drama
2394,Night Falls on Manhattan (1996),Crime|Drama
1170,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
2898,"Judgement in Stone, A (Cérémonie, La) (1995)",Drama
1111,Scream (1996),Comedy|Horror|Mystery|Thriller
110,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
580,Michael (1996),Comedy|Drama|Fantasy|Romance
2740,"Evening Star, The (1996)",Comedy|Drama
460,Hamlet (1996),Crime|Drama|Romance
2939,Some Mother's Son (1996),Drama
2603,"Whole Wide World, The (1996)",Drama
1736,Mother (1996),Comedy
2375,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
2099,Evita (1996),Drama|Musical
1871,"Portrait of a Lady, The (1996)",Drama
1596,Walkabout (1971),Adventure|Drama
879,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1179,Fierce Creatures (1997),Comedy
3007,Zeus and Roxanne (1997),Children
2737,Turbulence (1997),Action|Thriller
299,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
